v,vw,o,c,h,l,t,n,timestamp
37827695.0,272.0011,272.53,271.87,274.77,268.93,1653969600000,363100,2022-05-31 04:00:00
25285874.0,273.3295,275.195,272.42,277.69,270.04,1654056000000,321548,2022-06-01 04:00:00
44008205.0,269.0219,264.45,274.58,274.65,261.6,1654142400000,532530,2022-06-02 04:00:00
28058958.0,270.3279,270.31,270.02,273.45,268.41,1654228800000,303810,2022-06-03 04:00:00
22397042.0,270.0763,272.06,268.75,274.18,267.22,1654488000000,260013,2022-06-06 04:00:00
22860677.0,270.6967,266.635,272.5,273.13,265.94,1654574400000,247047,2022-06-07 04:00:00
17372341.0,271.1519,271.71,270.41,273.0,269.61,1654660800000,234208,2022-06-08 04:00:00
26439728.0,268.0203,267.78,264.79,272.7081,264.63,1654747200000,301845,2022-06-09 04:00:00
31445841.0,254.9867,260.58,252.99,260.58,252.53,1654833600000,459375,2022-06-10 04:00:00
45913188.0,244.2909,245.11,242.26,249.0242,241.53,1655092800000,587062,2022-06-13 04:00:00
28651487.0,243.7922,243.86,244.49,245.74,241.51,1655179200000,370359,2022-06-14 04:00:00
33111729.0,250.6363,248.31,251.76,255.3,246.42,1655265600000,410433,2022-06-15 04:00:00
33169160.0,244.875,245.98,244.97,247.4174,243.02,1655352000000,437473,2022-06-16 04:00:00
43081680.0,247.3623,244.7,247.65,250.5,244.03,1655438400000,426273,2022-06-17 04:00:00
29928297.0,253.4288,250.255,253.74,254.75,249.51,1655784000000,325280,2022-06-21 04:00:00
25961215.0,254.1738,251.89,253.13,257.17,250.37,1655870400000,305208,2022-06-22 04:00:00
25861449.0,257.2249,255.57,258.86,259.37,253.63,1655956800000,317666,2022-06-23 04:00:00
33908991.0,265.9715,261.808,267.7,267.98,261.72,1656043200000,341714,2022-06-24 04:00:00
24615114.0,265.2573,268.205,264.89,268.3,263.28,1656302400000,288957,2022-06-27 04:00:00
27377747.0,259.1302,263.98,256.48,266.91,256.32,1656388800000,337120,2022-06-28 04:00:00
20069839.0,260.0577,257.59,260.26,261.97,255.76,1656475200000,267537,2022-06-29 04:00:00
31713368.0,256.7307,257.05,256.83,259.53,252.9,1656561600000,350608,2022-06-30 04:00:00
22837692.0,257.7792,256.39,259.58,259.77,254.61,1656648000000,298425,2022-07-01 04:00:00
22971634.0,259.6188,256.16,262.85,262.98,254.74,1656993600000,336748,2022-07-05 04:00:00
23809419.0,265.3515,263.75,266.21,267.99,262.4,1657080000000,297474,2022-07-06 04:00:00
20859874.0,267.941,265.12,268.4,269.055,265.02,1657166400000,279545,2022-07-07 04:00:00
19658751.0,266.3527,264.79,267.66,268.1,263.285,1657252800000,263735,2022-07-08 04:00:00
19497608.0,264.4908,265.65,264.51,266.53,262.18,1657512000000,233465,2022-07-11 04:00:00
35846600.0,256.3041,265.88,253.67,265.94,252.04,1657598400000,432650,2022-07-12 04:00:00
29497423.0,251.3602,250.19,252.72,253.55,248.11,1657684800000,388753,2022-07-13 04:00:00
25102823.0,251.4169,250.57,254.08,255.1374,245.94,1657771200000,338720,2022-07-14 04:00:00
29774050.0,257.0741,255.72,256.72,260.3699,254.7727,1657857600000,320549,2022-07-15 04:00:00
20975034.0,256.9949,259.75,254.25,260.84,253.3,1658116800000,259992,2022-07-18 04:00:00
25012562.0,257.9481,257.575,259.53,259.72,253.68,1658203200000,285207,2022-07-19 04:00:00
22788282.0,261.9933,259.9,262.27,264.87,258.91,1658289600000,292189,2022-07-20 04:00:00
22404675.0,262.0806,259.79,264.84,264.89,257.03,1658376000000,266470,2022-07-21 04:00:00
21880990.0,261.3876,265.24,260.36,265.33,259.07,1658462400000,275092,2022-07-22 04:00:00
21055998.0,258.5975,260.995,258.83,261.5,256.81,1658721600000,245812,2022-07-25 04:00:00
39322017.0,252.4793,259.86,251.9,259.88,249.57,1658808000000,523732,2022-07-26 04:00:00
45987389.0,265.6154,261.16,268.74,270.05,258.85,1658894400000,539330,2022-07-27 04:00:00
33459327.0,274.291,269.75,276.41,277.84,267.87,1658980800000,413167,2022-07-28 04:00:00
32138752.0,279.8359,277.7,280.74,282.0,276.63,1659067200000,359385,2022-07-29 04:00:00
21539580.0,278.4445,277.82,278.01,281.28,275.84,1659326400000,296190,2022-08-01 04:00:00
22754184.0,274.9038,276.0,274.82,277.89,272.38,1659412800000,302750,2022-08-02 04:00:00
23518874.0,281.282,276.76,282.47,283.5,276.61,1659499200000,305573,2022-08-03 04:00:00
18098668.0,282.5465,281.8,283.65,283.8,280.1677,1659585600000,242902,2022-08-04 04:00:00
16774606.0,281.721,279.15,282.91,283.65,278.68,1659672000000,240178,2022-08-05 04:00:00
18757818.0,282.0016,284.05,280.32,285.92,279.32,1659931200000,258506,2022-08-08 04:00:00
23405238.0,281.3194,279.64,282.3,283.08,277.61,1660017600000,264734,2022-08-09 04:00:00
24652845.0,288.6242,288.17,289.16,289.81,286.94,1660104000000,301911,2022-08-10 04:00:00
20065938.0,288.1876,290.85,287.02,291.21,286.51,1660190400000,250692,2022-08-11 04:00:00
22619675.0,289.9108,288.48,291.91,291.91,286.94,1660276800000,236645,2022-08-12 04:00:00
18053154.0,292.4294,291.0,293.47,294.18,290.11,1660536000000,220400,2022-08-15 04:00:00
18102882.0,292.4112,291.99,292.71,294.04,290.42,1660622400000,238194,2022-08-16 04:00:00
18203358.0,291.3739,289.74,291.32,293.35,289.47,1660708800000,243421,2022-08-17 04:00:00
17032192.0,290.5375,290.189,290.17,291.91,289.08,1660795200000,220664,2022-08-18 04:00:00
20570033.0,286.8317,288.9,286.15,289.25,285.56,1660881600000,242758,2022-08-19 04:00:00
25061070.0,278.8803,282.08,277.75,282.46,277.22,1661140800000,291816,2022-08-22 04:00:00
17527409.0,276.841,276.44,276.44,278.86,275.4,1661227200000,216859,2022-08-23 04:00:00
18137019.0,276.0336,275.41,275.79,277.23,275.11,1661313600000,225085,2022-08-24 04:00:00
16583407.0,276.986,277.33,278.85,279.02,274.52,1661400000000,207794,2022-08-25 04:00:00
27549307.0,271.1515,279.08,268.09,280.34,267.98,1661486400000,333187,2022-08-26 04:00:00
20320044.0,265.6183,265.85,265.23,267.4,263.85,1661745600000,268266,2022-08-29 04:00:00
22767071.0,262.964,266.67,262.97,267.05,260.66,1661832000000,273161,2022-08-30 04:00:00
24791834.0,262.8825,265.39,261.47,267.11,261.33,1661918400000,273069,2022-08-31 04:00:00
23263431.0,258.2566,258.87,260.4,260.89,255.41,1662004800000,332384,2022-09-01 04:00:00
22855380.0,258.8321,261.695,256.06,264.74,254.47,1662091200000,308514,2022-09-02 04:00:00
21328242.0,254.1903,256.2,253.25,257.83,251.94,1662436800000,295717,2022-09-06 04:00:00
24126700.0,256.7283,254.7,258.09,258.83,253.22,1662523200000,259248,2022-09-07 04:00:00
20319911.0,257.6878,257.51,258.52,260.43,254.79,1662609600000,256506,2022-09-08 04:00:00
22093190.0,263.845,260.5,264.46,265.23,260.29,1662696000000,279508,2022-09-09 04:00:00
18747690.0,266.392,265.78,266.65,267.45,265.16,1662955200000,230393,2022-09-12 04:00:00
33353318.0,254.603,258.84,251.99,260.4,251.59,1663041600000,431420,2022-09-13 04:00:00
23912954.0,252.032,253.53,252.22,254.23,249.86,1663128000000,303097,2022-09-14 04:00:00
31530948.0,246.6039,249.77,245.38,251.4,244.02,1663214400000,437477,2022-09-15 04:00:00
39758168.0,243.9454,244.26,244.74,245.3,242.0627,1663300800000,363897,2022-09-16 04:00:00
26826931.0,243.2548,242.465,244.52,245.14,240.85,1663560000000,327277,2022-09-19 04:00:00
26660299.0,241.8909,242.065,242.45,243.51,239.64,1663646400000,322476,2022-09-20 04:00:00
28625557.0,242.6906,244.27,238.95,247.66,238.9,1663732800000,356095,2022-09-21 04:00:00
31058162.0,240.7113,237.8704,240.98,243.86,237.57,1663819200000,368591,2022-09-22 04:00:00
34126048.0,238.2822,239.54,237.92,241.13,235.2,1663905600000,402915,2022-09-23 04:00:00
27435190.0,238.5748,237.045,237.45,241.45,236.9,1664164800000,298277,2022-09-26 04:00:00
27018732.0,237.0677,239.98,236.41,241.8,234.5,1664251200000,313534,2022-09-27 04:00:00
28969679.0,239.2601,236.81,241.07,242.33,234.73,1664337600000,321343,2022-09-28 04:00:00
27467433.0,236.4609,238.89,237.5,239.95,234.41,1664424000000,324999,2022-09-29 04:00:00
35692780.0,235.717,238.29,232.9,240.54,232.73,1664510400000,349460,2022-09-30 04:00:00
28855357.0,238.9979,235.41,240.74,241.61,234.66,1664769600000,310569,2022-10-03 04:00:00
34888416.0,248.3777,245.09,248.88,250.36,244.975,1664856000000,363475,2022-10-04 04:00:00
20316136.0,247.5403,245.99,249.2,250.58,244.1,1664942400000,240366,2022-10-05 04:00:00
20239886.0,247.8246,247.93,246.79,250.34,246.08,1665028800000,248352,2022-10-06 04:00:00
37737102.0,235.5773,240.902,234.24,241.32,233.17,1665115200000,434172,2022-10-07 04:00:00
29743608.0,229.7802,233.05,229.25,234.559,226.73,1665374400000,379327,2022-10-10 04:00:00
30473954.0,226.3341,227.62,225.41,229.06,224.11,1665460800000,349682,2022-10-11 04:00:00
21903937.0,225.9151,225.4,225.75,227.86,223.96,1665547200000,260518,2022-10-12 04:00:00
42551818.0,230.3739,219.85,234.24,236.1,219.13,1665633600000,489794,2022-10-13 04:00:00
30198588.0,230.805,235.54,228.56,237.24,228.34,1665720000000,342373,2022-10-14 04:00:00
28142268.0,237.102,235.82,237.53,238.96,235.135,1665979200000,305966,2022-10-17 04:00:00
26329591.0,239.04,243.24,238.5,243.93,235.37,1666065600000,325506,2022-10-18 04:00:00
19985698.0,236.6482,237.04,236.48,239.61,234.29,1666152000000,232870,2022-10-19 04:00:00
21811015.0,237.1951,235.77,236.15,241.31,234.87,1666238400000,255775,2022-10-20 04:00:00
26299733.0,239.3394,234.74,242.12,243.0,234.5,1666324800000,290614,2022-10-21 04:00:00
24781432.0,245.3763,243.76,247.25,247.84,241.295,1666584000000,321981,2022-10-24 04:00:00
34775505.0,247.9143,247.26,250.66,251.04,245.83,1666670400000,431898,2022-10-25 04:00:00
82684846.0,233.5731,231.17,231.32,238.3,230.06,1666756800000,979052,2022-10-26 04:00:00
40424645.0,227.6391,231.04,226.75,233.69,225.78,1666843200000,502651,2022-10-27 04:00:00
40647724.0,233.1644,226.24,235.87,236.6,226.05,1666929600000,453458,2022-10-28 04:00:00
28357265.0,232.713,233.76,232.13,234.92,231.15,1667188800000,310749,2022-10-31 04:00:00
30582271.0,229.2736,234.6,228.17,235.74,227.325,1667275200000,355473,2022-11-01 04:00:00
38400237.0,224.7701,229.46,220.1,231.3,220.04,1667361600000,463714,2022-11-02 04:00:00
36633922.0,216.6521,220.09,214.25,220.41,213.98,1667448000000,461770,2022-11-03 04:00:00
36789063.0,218.3495,217.55,221.39,221.59,213.431,1667534400000,410751,2022-11-04 04:00:00
33497979.0,225.8583,221.99,227.87,228.41,221.28,1667797200000,346832,2022-11-07 05:00:00
28192548.0,229.2191,228.7,228.87,231.65,225.84,1667883600000,328460,2022-11-08 05:00:00
27851835.0,225.9814,227.37,224.51,228.6327,224.33,1667970000000,275026,2022-11-09 05:00:00
46268021.0,239.8423,235.43,242.98,243.33,235.0,1668056400000,490190,2022-11-10 05:00:00
34620246.0,245.5838,242.99,247.11,247.99,241.93,1668142800000,368001,2022-11-11 05:00:00
31123340.0,242.0967,241.985,241.55,243.91,239.21,1668402000000,351680,2022-11-14 05:00:00
31380517.0,243.3448,245.66,241.97,247.0,240.03,1668488400000,377449,2022-11-15 05:00:00
24093272.0,242.0599,242.79,241.73,243.8,240.42,1668574800000,270175,2022-11-16 05:00:00
23123544.0,241.2058,237.78,241.68,243.25,237.63,1668661200000,267476,2022-11-17 05:00:00
27613523.0,240.7679,243.51,241.22,243.74,239.03,1668747600000,265827,2022-11-18 05:00:00
26393200.0,242.283,241.43,242.05,244.67,241.19,1669006800000,270839,2022-11-21 05:00:00
19665699.0,243.6504,243.59,245.03,245.31,240.71,1669093200000,216514,2022-11-22 05:00:00
19508462.0,246.8767,245.105,247.58,248.28,244.27,1669179600000,229081,2022-11-23 05:00:00
9200772.0,247.6767,247.31,247.49,248.7,246.73,1669352400000,126714,2022-11-25 05:00:00
24810271.0,242.5337,246.08,241.76,246.65,240.8,1669611600000,273059,2022-11-28 05:00:00
17956313.0,240.2757,241.4,240.33,242.79,238.21,1669698000000,222057,2022-11-29 05:00:00
47594239.0,250.4124,240.57,255.14,255.33,239.86,1669784400000,448911,2022-11-30 05:00:00
26028524.0,254.3605,253.87,254.69,256.12,250.9156,1669870800000,352798,2022-12-01 05:00:00
21528520.0,253.1141,249.82,255.02,256.06,249.69,1669957200000,278398,2022-12-02 05:00:00
23435294.0,250.6795,252.01,250.2,253.819,248.06,1670216400000,276722,2022-12-05 05:00:00
22463727.0,246.1697,250.82,245.12,251.86,243.78,1670302800000,274238,2022-12-06 05:00:00
20479222.0,244.4617,244.83,244.37,246.16,242.205,1670389200000,226749,2022-12-07 05:00:00
22611757.0,246.7518,244.84,247.4,248.74,243.06,1670475600000,248284,2022-12-08 05:00:00
20609743.0,246.2204,244.695,245.42,248.31,244.16,1670562000000,238476,2022-12-09 05:00:00
30665069.0,250.9043,247.445,252.51,252.54,247.17,1670821200000,325566,2022-12-12 05:00:00
42192634.0,258.0996,261.69,256.92,263.915,253.07,1670907600000,486403,2022-12-13 05:00:00
35376633.0,258.7836,257.13,257.22,262.588,254.31,1670994000000,458426,2022-12-14 05:00:00
35568093.0,249.5733,253.72,249.01,254.2,247.34,1671080400000,380775,2022-12-15 05:00:00
86101994.0,245.2971,248.55,244.69,249.84,243.51,1671166800000,388901,2022-12-16 05:00:00
29696436.0,240.6751,244.86,240.45,245.21,238.71,1671426000000,333301,2022-12-19 05:00:00
25115802.0,241.363,239.4,241.8,242.91,238.42,1671512400000,255790,2022-12-20 05:00:00
23690607.0,244.0321,241.69,244.43,245.615,240.11,1671598800000,249789,2022-12-21 05:00:00
28651664.0,237.1404,241.255,238.19,241.99,233.87,1671685200000,349537,2022-12-22 05:00:00
21206982.0,237.2671,236.11,238.73,238.87,233.9428,1671771600000,258172,2022-12-23 05:00:00
16688648.0,237.264,238.7,236.96,238.93,235.83,1672117200000,226696,2022-12-27 05:00:00
17457104.0,236.25,236.89,234.53,239.72,234.17,1672203600000,215793,2022-12-28 05:00:00
19770693.0,240.1837,235.65,241.01,241.92,235.65,1672290000000,224833,2022-12-29 05:00:00
21938472.0,238.6986,238.21,239.82,239.96,236.66,1672376400000,244268,2022-12-30 05:00:00
25740036.0,239.8394,243.08,239.58,245.75,237.4,1672722000000,314904,2023-01-03 05:00:00
50623394.0,228.5518,232.275,229.1,232.87,225.96,1672808400000,679231,2023-01-04 05:00:00
39577823.0,223.604,227.2,222.31,227.55,221.7602,1672894800000,471302,2023-01-05 05:00:00
43613574.0,223.3788,223.0,224.93,225.7601,219.35,1672981200000,495762,2023-01-06 05:00:00
27369784.0,228.5989,226.45,227.12,231.2366,226.41,1673240400000,363680,2023-01-09 05:00:00
27033881.0,228.7878,227.755,228.85,231.31,227.33,1673326800000,334659,2023-01-10 05:00:00
28633081.0,233.9843,231.29,235.77,235.95,231.11,1673413200000,340052,2023-01-11 05:00:00
27269486.0,237.813,235.26,238.51,239.9,233.56,1673499600000,400489,2023-01-12 05:00:00
21333265.0,237.4748,237.002,239.23,239.37,234.92,1673586000000,300118,2023-01-13 05:00:00
29831257.0,239.6706,237.97,240.35,240.91,237.09,1673931600000,370168,2023-01-17 05:00:00
30028692.0,237.875,241.565,235.81,242.38,235.52,1674018000000,377927,2023-01-18 05:00:00
28592433.0,232.5374,233.78,231.93,235.52,230.68,1674104400000,362262,2023-01-19 05:00:00
35249809.0,238.2032,234.855,240.22,240.74,234.51,1674190800000,364051,2023-01-20 05:00:00
31933951.0,242.7509,241.1,242.58,245.165,239.65,1674450000000,413335,2023-01-23 05:00:00
40218444.0,243.7867,242.5,242.04,243.95,240.44,1674536400000,512442,2023-01-24 05:00:00
66526641.0,237.4755,234.48,240.61,243.3,230.9,1674622800000,745426,2023-01-25 05:00:00
33454491.0,245.411,243.65,248.0,248.31,242.0,1674709200000,401891,2023-01-26 05:00:00
26498939.0,248.3935,248.99,248.16,249.83,246.83,1674795600000,336282,2023-01-27 05:00:00
25867365.0,243.2164,244.51,242.71,245.6,242.2,1675054800000,308895,2023-01-30 05:00:00
26541072.0,246.5374,243.45,247.81,247.95,242.945,1675141200000,256082,2023-01-31 05:00:00
31259912.0,250.3172,248.0,252.75,255.18,245.47,1675227600000,386960,2023-02-01 05:00:00
39931837.0,261.6241,258.82,264.6,264.69,257.25,1675314000000,533818,2023-02-02 05:00:00
29059256.0,259.9308,259.542,258.35,264.2,257.1,1675400400000,408058,2023-02-03 05:00:00
22517997.0,256.76,257.44,256.77,258.3,254.78,1675659600000,276674,2023-02-06 05:00:00
50841365.0,264.6898,260.53,267.56,268.775,260.08,1675746000000,618791,2023-02-07 05:00:00
54674349.0,270.3434,273.2,266.73,276.76,266.21,1675832400000,659530,2023-02-08 05:00:00
42375102.0,267.304,273.8,263.62,273.98,262.8,1675918800000,472027,2023-02-09 05:00:00
25808489.0,262.4025,261.53,263.1,264.09,260.662,1676005200000,334145,2023-02-10 05:00:00
44614921.0,271.4438,267.64,271.32,274.6,267.15,1676264400000,499425,2023-02-13 05:00:00
37047924.0,272.0367,272.67,272.17,274.97,269.28,1676350800000,471699,2023-02-14 05:00:00
28962163.0,268.4251,268.32,269.32,270.73,266.18,1676437200000,370701,2023-02-15 05:00:00
29529391.0,264.1021,264.02,262.15,266.74,261.9,1676523600000,389910,2023-02-16 05:00:00
29998205.0,257.6854,259.39,258.06,260.09,256.0,1676610000000,392723,2023-02-17 05:00:00
28372844.0,253.0254,254.48,252.67,255.49,251.59,1676955600000,341324,2023-02-21 05:00:00
22491056.0,252.2065,254.09,251.51,254.34,250.34,1677042000000,276380,2023-02-22 05:00:00
29219095.0,253.9406,255.56,254.77,256.84,250.48,1677128400000,366248,2023-02-23 05:00:00
24860205.0,249.4099,249.96,249.22,251.0,248.1,1677214800000,339809,2023-02-24 05:00:00
21184867.0,250.4964,252.46,250.16,252.82,249.39,1677474000000,267766,2023-02-27 05:00:00
22490950.0,249.7791,249.07,249.42,251.49,248.73,1677560400000,250572,2023-02-28 05:00:00
27530059.0,247.4368,250.76,246.27,250.93,245.79,1677646800000,331723,2023-03-01 05:00:00
24795896.0,248.8533,246.55,251.11,251.4,245.61,1677733200000,317083,2023-03-02 05:00:00
30760136.0,254.6492,252.19,255.29,255.62,251.39,1677819600000,326868,2023-03-03 05:00:00
24099799.0,257.791,256.425,256.87,260.12,255.98,1678078800000,304174,2023-03-06 05:00:00
21473179.0,254.9132,256.3,254.15,257.69,253.39,1678165200000,331543,2023-03-07 05:00:00
17281277.0,252.804,254.04,253.7,254.5417,250.81,1678251600000,266009,2023-03-08 05:00:00
26652187.0,255.2369,255.82,252.32,259.56,251.58,1678338000000,379554,2023-03-09 05:00:00
28273930.0,249.6614,251.08,248.59,252.79,247.6,1678424400000,412570,2023-03-10 05:00:00
33292721.0,253.747,247.4,253.92,257.91,245.73,1678680000000,444778,2023-03-13 04:00:00
33614078.0,259.1414,256.75,260.79,261.07,255.86,1678766400000,424540,2023-03-14 04:00:00
45990647.0,263.7382,259.98,265.44,266.48,259.21,1678852800000,609854,2023-03-15 04:00:00
54832140.0,272.5174,265.205,276.2,276.56,263.28,1678939200000,689137,2023-03-16 04:00:00
69527371.0,279.3912,278.26,279.43,283.33,276.3201,1679025600000,695574,2023-03-17 04:00:00
43466649.0,272.0137,276.98,272.23,277.48,269.85,1679284800000,604272,2023-03-20 04:00:00
34545504.0,272.3447,274.88,273.78,275.0,269.5191,1679371200000,425457,2023-03-21 04:00:00
34871230.0,275.8227,273.4,272.29,281.04,272.18,1679457600000,486919,2023-03-22 04:00:00
36610879.0,278.2622,277.94,277.66,281.06,275.2,1679544000000,447986,2023-03-23 04:00:00
28199962.0,278.6135,277.24,280.57,280.63,275.28,1679630400000,391637,2023-03-24 04:00:00
26840212.0,277.6231,280.5,276.38,281.4589,275.52,1679889600000,336991,2023-03-27 04:00:00
21878647.0,273.8328,275.79,275.23,276.14,272.0451,1679976000000,288361,2023-03-28 04:00:00
25087032.0,279.8952,278.96,280.51,281.1398,278.41,1680062400000,312671,2023-03-29 04:00:00
25053410.0,283.1788,284.23,284.05,284.46,281.48,1680148800000,338299,2023-03-30 04:00:00
32765976.0,286.5132,283.73,288.3,289.27,283.0,1680235200000,398970,2023-03-31 04:00:00
